(state,action)   init_cab_pos    next_cab_pos    psg_spawn_idx0    psg_spawn_idx1    psg_dest_idx0    psg_dest_idx1    reward
(0,south)	 (0,0) ---> (0,1)	 0 ---> 0	0 ---> 0 	 -1
(368,west)	 (3,3) ---> (3,3)	 4 ---> 4	2 ---> 2 	 -2
(368,pickup)	 (3,3) ---> (3,3)	 4 ---> 4	2 ---> 2 	 -5
(368,dropoff)	 (3,3) ---> (3,3)	 4 ---> 4	2 ---> 2 	 -5
(369,south)	 (4,3) ---> (4,3)	 4 ---> 4	2 ---> 2 	 -2
(369,north)	 (4,3) ---> (4,2)	 4 ---> 4	2 ---> 2 	 -1
(369,east)	 (4,3) ---> (4,3)	 4 ---> 4	2 ---> 2 	 -2
(369,west)	 (4,3) ---> (4,3)	 4 ---> 4	2 ---> 2 	 -2
(369,pickup)	 (4,3) ---> (4,3)	 4 ---> 4	2 ---> 2 	 -5
(369,dropoff)	 (4,3) ---> (4,3)	 4 ---> 4	2 ---> 2 	 -5
(370,south)	 (0,4) ---> (0,4)	 4 ---> 4	2 ---> 2 	 -2
(370,north)	 (0,4) ---> (0,4)	 4 ---> 4	2 ---> 2 	 -2
(370,east)	 (0,4) ---> (1,4)	 4 ---> 4	2 ---> 2 	 -1
(370,west)	 (0,4) ---> (0,4)	 4 ---> 4	2 ---> 2 	 -2
(370,pickup)	 (0,4) ---> (0,4)	 4 ---> 4	2 ---> 2 	 -5
(370,dropoff)	 (0,4) ---> (0,4)	 4 ---> 4	2 ---> 2 	 -5
(371,south)	 (1,4) ---> (1,4)	 4 ---> 4	2 ---> 2 	 -2
(371,north)	 (1,4) ---> (1,3)	 4 ---> 4	2 ---> 2 	 -1
(371,east)	 (1,4) ---> (1,4)	 4 ---> 4	2 ---> 2 	 -2
(371,west)	 (1,4) ---> (0,4)	 4 ---> 4	2 ---> 2 	 -1
(371,pickup)	 (1,4) ---> (1,4)	 4 ---> 4	2 ---> 2 	 -5
(371,dropoff)	 (1,4) ---> (1,4)	 4 ---> 4	2 ---> 2 	 -5
(372,south)	 (2,4) ---> (2,4)	 4 ---> 4	2 ---> 2 	 -2
(372,north)	 (2,4) ---> (2,4)	 4 ---> 4	2 ---> 2 	 -2
(372,east)	 (2,4) ---> (3,4)	 4 ---> 4	2 ---> 2 	 -1
(372,west)	 (2,4) ---> (2,4)	 4 ---> 4	2 ---> 2 	 -2
(372,pickup)	 (2,4) ---> (2,4)	 4 ---> 4	2 ---> 2 	 -5
(372,dropoff)	 (2,4) ---> (2,4)	 4 ---> 4	2 ---> 2 	 -5
(373,south)	 (3,4) ---> (3,4)	 4 ---> 4	2 ---> 2 	 -2
(373,north)	 (3,4) ---> (3,3)	 4 ---> 4	2 ---> 2 	 -1
(373,east)	 (3,4) ---> (4,4)	 4 ---> 4	2 ---> 2 	 -1
(373,west)	 (3,4) ---> (2,4)	 4 ---> 4	2 ---> 2 	 -1
(373,pickup)	 (3,4) ---> (3,4)	 4 ---> 4	2 ---> 2 	 -5
(373,dropoff)	 (3,4) ---> (3,4)	 4 ---> 0	2 ---> 2 	 50
(374,south)	 (4,4) ---> (4,4)	 4 ---> 4	2 ---> 2 	 -2
(374,north)	 (4,4) ---> (4,4)	 4 ---> 4	2 ---> 2 	 -2
(374,east)	 (4,4) ---> (4,4)	 4 ---> 4	2 ---> 2 	 -2
(374,west)	 (4,4) ---> (3,4)	 4 ---> 4	2 ---> 2 	 -1
(374,pickup)	 (4,4) ---> (4,4)	 4 ---> 4	2 ---> 2 	 -5
(374,dropoff)	 (4,4) ---> (4,4)	 4 ---> 4	2 ---> 2 	 -5
(375,south)	 (0,0) ---> (0,1)	 0 ---> 0	3 ---> 3 	 -1
(375,north)	 (0,0) ---> (0,0)	 0 ---> 0	3 ---> 3 	 -2
(375,east)	 (0,0) ---> (1,0)	 0 ---> 0	3 ---> 3 	 -1
(375,west)	 (0,0) ---> (0,0)	 0 ---> 0	3 ---> 3 	 -2
(375,pickup)	 (0,0) ---> (0,0)	 0 ---> 4	3 ---> 3 	 10
(375,dropoff)	 (0,0) ---> (0,0)	 0 ---> 0	3 ---> 3 	 -5
(376,south)	 (1,0) ---> (1,1)	 0 ---> 0	3 ---> 3 	 -1
(376,north)	 (1,0) ---> (1,0)	 0 ---> 0	3 ---> 3 	 -2
(376,east)	 (1,0) ---> (2,0)	 0 ---> 0	3 ---> 3 	 -1
(376,west)	 (1,0) ---> (0,0)	 0 ---> 0	3 ---> 3 	 -1
(376,pickup)	 (1,0) ---> (1,0)	 0 ---> 0	3 ---> 3 	 -5
(376,dropoff)	 (1,0) ---> (1,0)	 0 ---> 0	3 ---> 3 	 -5
(377,south)	 (2,0) ---> (2,0)	 0 ---> 0	3 ---> 3 	 -2
(377,north)	 (2,0) ---> (2,0)	 0 ---> 0	3 ---> 3 	 -2
(377,east)	 (2,0) ---> (3,0)	 0 ---> 0	3 ---> 3 	 -1
(377,west)	 (2,0) ---> (1,0)	 0 ---> 0	3 ---> 3 	 -1
(377,pickup)	 (2,0) ---> (2,0)	 0 ---> 0	3 ---> 3 	 -5
(377,dropoff)	 (2,0) ---> (2,0)	 0 ---> 0	3 ---> 3 	 -5
(378,south)	 (3,0) ---> (3,0)	 0 ---> 0	3 ---> 3 	 -2
(378,north)	 (3,0) ---> (3,0)	 0 ---> 0	3 ---> 3 	 -2
(378,east)	 (3,0) ---> (4,0)	 0 ---> 0	3 ---> 3 	 -1
(378,west)	 (3,0) ---> (2,0)	 0 ---> 0	3 ---> 3 	 -1
(378,pickup)	 (3,0) ---> (3,0)	 0 ---> 0	3 ---> 3 	 -5
(378,dropoff)	 (3,0) ---> (3,0)	 0 ---> 0	3 ---> 3 	 -5
(379,south)	 (4,0) ---> (4,1)	 0 ---> 0	3 ---> 3 	 -1
(379,north)	 (4,0) ---> (4,0)	 0 ---> 0	3 ---> 3 	 -2
(379,east)	 (4,0) ---> (4,0)	 0 ---> 0	3 ---> 3 	 -2
(379,west)	 (4,0) ---> (3,0)	 0 ---> 0	3 ---> 3 	 -1
(379,pickup)	 (4,0) ---> (4,0)	 0 ---> 0	3 ---> 3 	 -5
(379,dropoff)	 (4,0) ---> (4,0)	 0 ---> 0	3 ---> 3 	 -5
(380,south)	 (0,1) ---> (0,2)	 0 ---> 0	3 ---> 3 	 -1
(380,north)	 (0,1) ---> (0,0)	 0 ---> 0	3 ---> 3 	 -1
(380,east)	 (0,1) ---> (0,1)	 0 ---> 0	3 ---> 3 	 -2
(380,west)	 (0,1) ---> (0,1)	 0 ---> 0	3 ---> 3 	 -2
(380,pickup)	 (0,1) ---> (0,1)	 0 ---> 0	3 ---> 3 	 -5
(380,dropoff)	 (0,1) ---> (0,1)	 0 ---> 0	3 ---> 3 	 -5
(381,south)	 (1,1) ---> (1,2)	 0 ---> 0	3 ---> 3 	 -1
(381,north)	 (1,1) ---> (1,0)	 0 ---> 0	3 ---> 3 	 -1
(381,east)	 (1,1) ---> (1,1)	 0 ---> 0	3 ---> 3 	 -2
(381,west)	 (1,1) ---> (1,1)	 0 ---> 0	3 ---> 3 	 -2
(381,pickup)	 (1,1) ---> (1,1)	 0 ---> 0	3 ---> 3 	 -5
(381,dropoff)	 (1,1) ---> (1,1)	 0 ---> 0	3 ---> 3 	 -5
(382,south)	 (2,1) ---> (2,2)	 0 ---> 0	3 ---> 3 	 -1
(382,north)	 (2,1) ---> (2,1)	 0 ---> 0	3 ---> 3 	 -2
(382,east)	 (2,1) ---> (3,1)	 0 ---> 0	3 ---> 3 	 -1
(382,west)	 (2,1) ---> (2,1)	 0 ---> 0	3 ---> 3 	 -2
(382,pickup)	 (2,1) ---> (2,1)	 0 ---> 0	3 ---> 3 	 -5
(382,dropoff)	 (2,1) ---> (2,1)	 0 ---> 0	3 ---> 3 	 -5
(383,south)	 (3,1) ---> (3,2)	 0 ---> 0	3 ---> 3 	 -1
(383,north)	 (3,1) ---> (3,1)	 0 ---> 0	3 ---> 3 	 -2
(383,east)	 (3,1) ---> (3,1)	 0 ---> 0	3 ---> 3 	 -2
(383,west)	 (3,1) ---> (2,1)	 0 ---> 0	3 ---> 3 	 -1
(383,pickup)	 (3,1) ---> (3,1)	 0 ---> 0	3 ---> 3 	 -5
(383,dropoff)	 (3,1) ---> (3,1)	 0 ---> 0	3 ---> 3 	 -5
(384,south)	 (4,1) ---> (4,2)	 0 ---> 0	3 ---> 3 	 -1
(384,north)	 (4,1) ---> (4,0)	 0 ---> 0	3 ---> 3 	 -1
(384,east)	 (4,1) ---> (4,1)	 0 ---> 0	3 ---> 3 	 -2
(384,west)	 (4,1) ---> (4,1)	 0 ---> 0	3 ---> 3 	 -2
(384,pickup)	 (4,1) ---> (4,1)	 0 ---> 0	3 ---> 3 	 -5
(384,dropoff)	 (4,1) ---> (4,1)	 0 ---> 0	3 ---> 3 	 -5
(385,south)	 (0,2) ---> (0,3)	 0 ---> 0	3 ---> 3 	 -1
(385,north)	 (0,2) ---> (0,1)	 0 ---> 0	3 ---> 3 	 -1
(385,east)	 (0,2) ---> (0,2)	 0 ---> 0	3 ---> 3 	 -2
(385,west)	 (0,2) ---> (0,2)	 0 ---> 0	3 ---> 3 	 -2
(385,pickup)	 (0,2) ---> (0,2)	 0 ---> 0	3 ---> 3 	 -5
(385,dropoff)	 (0,2) ---> (0,2)	 0 ---> 0	3 ---> 3 	 -5
(386,south)	 (1,2) ---> (1,2)	 0 ---> 0	3 ---> 3 	 -2
(386,north)	 (1,2) ---> (1,1)	 0 ---> 0	3 ---> 3 	 -1
(386,east)	 (1,2) ---> (1,2)	 0 ---> 0	3 ---> 3 	 -2
(386,west)	 (1,2) ---> (1,2)	 0 ---> 0	3 ---> 3 	 -2
(386,pickup)	 (1,2) ---> (1,2)	 0 ---> 0	3 ---> 3 	 -5
(386,dropoff)	 (1,2) ---> (1,2)	 0 ---> 0	3 ---> 3 	 -5
(387,south)	 (2,2) ---> (2,3)	 0 ---> 0	3 ---> 3 	 -1
(387,north)	 (2,2) ---> (2,1)	 0 ---> 0	3 ---> 3 	 -1
(387,east)	 (2,2) ---> (2,2)	 0 ---> 0	3 ---> 3 	 -2
(387,west)	 (2,2) ---> (2,2)	 0 ---> 0	3 ---> 3 	 -2
(387,pickup)	 (2,2) ---> (2,2)	 0 ---> 0	3 ---> 3 	 -5
(387,dropoff)	 (2,2) ---> (2,2)	 0 ---> 0	3 ---> 3 	 -5
(388,south)	 (3,2) ---> (3,3)	 0 ---> 0	3 ---> 3 	 -1
(388,north)	 (3,2) ---> (3,1)	 0 ---> 0	3 ---> 3 	 -1
(388,east)	 (3,2) ---> (3,2)	 0 ---> 0	3 ---> 3 	 -2
(388,west)	 (3,2) ---> (3,2)	 0 ---> 0	3 ---> 3 	 -2
(388,pickup)	 (3,2) ---> (3,2)	 0 ---> 0	3 ---> 3 	 -5
(388,dropoff)	 (3,2) ---> (3,2)	 0 ---> 0	3 ---> 3 	 -5
(389,south)	 (4,2) ---> (4,3)	 0 ---> 0	3 ---> 3 	 -1
(389,north)	 (4,2) ---> (4,1)	 0 ---> 0	3 ---> 3 	 -1
(389,east)	 (4,2) ---> (4,2)	 0 ---> 0	3 ---> 3 	 -2
(389,west)	 (4,2) ---> (4,2)	 0 ---> 0	3 ---> 3 	 -2
(389,pickup)	 (4,2) ---> (4,2)	 0 ---> 0	3 ---> 3 	 -5
(389,dropoff)	 (4,2) ---> (4,2)	 0 ---> 0	3 ---> 3 	 -5
(390,south)	 (0,3) ---> (0,3)	 0 ---> 0	3 ---> 3 	 -2
(390,north)	 (0,3) ---> (0,2)	 0 ---> 0	3 ---> 3 	 -1
(390,east)	 (0,3) ---> (1,3)	 0 ---> 0	3 ---> 3 	 -1
(390,west)	 (0,3) ---> (0,3)	 0 ---> 0	3 ---> 3 	 -2
(390,pickup)	 (0,3) ---> (0,3)	 0 ---> 0	3 ---> 3 	 -5
(390,dropoff)	 (0,3) ---> (0,3)	 0 ---> 0	3 ---> 3 	 -5
(391,south)	 (1,3) ---> (1,4)	 0 ---> 0	3 ---> 3 	 -1
(391,north)	 (1,3) ---> (1,3)	 0 ---> 0	3 ---> 3 	 -2
(391,east)	 (1,3) ---> (2,3)	 0 ---> 0	3 ---> 3 	 -1
(391,west)	 (1,3) ---> (0,3)	 0 ---> 0	3 ---> 3 	 -1
(391,pickup)	 (1,3) ---> (1,3)	 0 ---> 0	3 ---> 3 	 -5
(391,dropoff)	 (1,3) ---> (1,3)	 0 ---> 0	3 ---> 3 	 -5
(392,south)	 (2,3) ---> (2,3)	 0 ---> 0	3 ---> 3 	 -2
(392,north)	 (2,3) ---> (2,2)	 0 ---> 0	3 ---> 3 	 -1
(392,east)	 (2,3) ---> (2,3)	 0 ---> 0	3 ---> 3 	 -2
(392,west)	 (2,3) ---> (1,3)	 0 ---> 0	3 ---> 3 	 -1
(392,pickup)	 (2,3) ---> (2,3)	 0 ---> 0	3 ---> 3 	 -5
(392,dropoff)	 (2,3) ---> (2,3)	 0 ---> 0	3 ---> 3 	 -5
(393,south)	 (3,3) ---> (3,4)	 0 ---> 0	3 ---> 3 	 -1
(393,north)	 (3,3) ---> (3,2)	 0 ---> 0	3 ---> 3 	 -1
(393,east)	 (3,3) ---> (3,3)	 0 ---> 0	3 ---> 3 	 -2
(393,west)	 (3,3) ---> (3,3)	 0 ---> 0	3 ---> 3 	 -2
(393,pickup)	 (3,3) ---> (3,3)	 0 ---> 0	3 ---> 3 	 -5
(393,dropoff)	 (3,3) ---> (3,3)	 0 ---> 0	3 ---> 3 	 -5
(394,south)	 (4,3) ---> (4,3)	 0 ---> 0	3 ---> 3 	 -2
(394,north)	 (4,3) ---> (4,2)	 0 ---> 0	3 ---> 3 	 -1
(394,east)	 (4,3) ---> (4,3)	 0 ---> 0	3 ---> 3 	 -2
(394,west)	 (4,3) ---> (4,3)	 0 ---> 0	3 ---> 3 	 -2
(394,pickup)	 (4,3) ---> (4,3)	 0 ---> 0	3 ---> 3 	 -5
(394,dropoff)	 (4,3) ---> (4,3)	 0 ---> 0	3 ---> 3 	 -5
(395,south)	 (0,4) ---> (0,4)	 0 ---> 0	3 ---> 3 	 -2
(395,north)	 (0,4) ---> (0,4)	 0 ---> 0	3 ---> 3 	 -2
(395,east)	 (0,4) ---> (1,4)	 0 ---> 0	3 ---> 3 	 -1
(395,west)	 (0,4) ---> (0,4)	 0 ---> 0	3 ---> 3 	 -2
(395,pickup)	 (0,4) ---> (0,4)	 0 ---> 0	3 ---> 3 	 -5
(395,dropoff)	 (0,4) ---> (0,4)	 0 ---> 0	3 ---> 3 	 -5
(396,south)	 (1,4) ---> (1,4)	 0 ---> 0	3 ---> 3 	 -2
(396,north)	 (1,4) ---> (1,3)	 0 ---> 0	3 ---> 3 	 -1
(396,east)	 (1,4) ---> (1,4)	 0 ---> 0	3 ---> 3 	 -2
(396,west)	 (1,4) ---> (0,4)	 0 ---> 0	3 ---> 3 	 -1
(396,pickup)	 (1,4) ---> (1,4)	 0 ---> 0	3 ---> 3 	 -5
(396,dropoff)	 (1,4) ---> (1,4)	 0 ---> 0	3 ---> 3 	 -5
(397,south)	 (2,4) ---> (2,4)	 0 ---> 0	3 ---> 3 	 -2
(397,north)	 (2,4) ---> (2,4)	 0 ---> 0	3 ---> 3 	 -2
(397,east)	 (2,4) ---> (3,4)	 0 ---> 0	3 ---> 3 	 -1
(397,west)	 (2,4) ---> (2,4)	 0 ---> 0	3 ---> 3 	 -2
(397,pickup)	 (2,4) ---> (2,4)	 0 ---> 0	3 ---> 3 	 -5
(397,dropoff)	 (2,4) ---> (2,4)	 0 ---> 0	3 ---> 3 	 -5
(398,south)	 (3,4) ---> (3,4)	 0 ---> 0	3 ---> 3 	 -2
(398,north)	 (3,4) ---> (3,3)	 0 ---> 0	3 ---> 3 	 -1
(398,east)	 (3,4) ---> (4,4)	 0 ---> 0	3 ---> 3 	 -1
(398,west)	 (3,4) ---> (2,4)	 0 ---> 0	3 ---> 3 	 -1
(398,pickup)	 (3,4) ---> (3,4)	 0 ---> 0	3 ---> 3 	 -5
(398,dropoff)	 (3,4) ---> (3,4)	 0 ---> 0	3 ---> 3 	 -5
(399,south)	 (4,4) ---> (4,4)	 0 ---> 0	3 ---> 3 	 -2
(399,north)	 (4,4) ---> (4,4)	 0 ---> 0	3 ---> 3 	 -2
(399,east)	 (4,4) ---> (4,4)	 0 ---> 0	3 ---> 3 	 -2
(399,west)	 (4,4) ---> (3,4)	 0 ---> 0	3 ---> 3 	 -1
(399,pickup)	 (4,4) ---> (4,4)	 0 ---> 0	3 ---> 3 	 -5
(399,dropoff)	 (4,4) ---> (4,4)	 0 ---> 0	3 ---> 3 	 -5
(400,south)	 (0,0) ---> (0,1)	 1 ---> 1	3 ---> 3 	 -1
(400,north)	 (0,0) ---> (0,0)	 1 ---> 1	3 ---> 3 	 -2
(400,east)	 (0,0) ---> (1,0)	 1 ---> 1	3 ---> 3 	 -1
(400,west)	 (0,0) ---> (0,0)	 1 ---> 1	3 ---> 3 	 -2
(400,pickup)	 (0,0) ---> (0,0)	 1 ---> 1	3 ---> 3 	 -5
(400,dropoff)	 (0,0) ---> (0,0)	 1 ---> 1	3 ---> 3 	 -5
(401,south)	 (1,0) ---> (1,1)	 1 ---> 1	3 ---> 3 	 -1
(401,north)	 (1,0) ---> (1,0)	 1 ---> 1	3 ---> 3 	 -2
(401,east)	 (1,0) ---> (2,0)	 1 ---> 1	3 ---> 3 	 -1
(401,west)	 (1,0) ---> (0,0)	 1 ---> 1	3 ---> 3 	 -1
(401,pickup)	 (1,0) ---> (1,0)	 1 ---> 1	3 ---> 3 	 -5
(401,dropoff)	 (1,0) ---> (1,0)	 1 ---> 1	3 ---> 3 	 -5
(402,south)	 (2,0) ---> (2,0)	 1 ---> 1	3 ---> 3 	 -2
(402,north)	 (2,0) ---> (2,0)	 1 ---> 1	3 ---> 3 	 -2
(402,east)	 (2,0) ---> (3,0)	 1 ---> 1	3 ---> 3 	 -1
(402,west)	 (2,0) ---> (1,0)	 1 ---> 1	3 ---> 3 	 -1
(402,pickup)	 (2,0) ---> (2,0)	 1 ---> 1	3 ---> 3 	 -5
(402,dropoff)	 (2,0) ---> (2,0)	 1 ---> 1	3 ---> 3 	 -5
(403,south)	 (3,0) ---> (3,0)	 1 ---> 1	3 ---> 3 	 -2
(403,north)	 (3,0) ---> (3,0)	 1 ---> 1	3 ---> 3 	 -2
(403,east)	 (3,0) ---> (4,0)	 1 ---> 1	3 ---> 3 	 -1
(403,west)	 (3,0) ---> (2,0)	 1 ---> 1	3 ---> 3 	 -1
(403,pickup)	 (3,0) ---> (3,0)	 1 ---> 1	3 ---> 3 	 -5
(403,dropoff)	 (3,0) ---> (3,0)	 1 ---> 1	3 ---> 3 	 -5
(404,south)	 (4,0) ---> (4,1)	 1 ---> 1	3 ---> 3 	 -1
(404,north)	 (4,0) ---> (4,0)	 1 ---> 1	3 ---> 3 	 -2
(404,east)	 (4,0) ---> (4,0)	 1 ---> 1	3 ---> 3 	 -2
(404,west)	 (4,0) ---> (3,0)	 1 ---> 1	3 ---> 3 	 -1
(404,pickup)	 (4,0) ---> (4,0)	 1 ---> 4	3 ---> 3 	 10
(404,dropoff)	 (4,0) ---> (4,0)	 1 ---> 1	3 ---> 3 	 -5
(405,south)	 (0,1) ---> (0,2)	 1 ---> 1	3 ---> 3 	 -1
(405,north)	 (0,1) ---> (0,0)	 1 ---> 1	3 ---> 3 	 -1
(405,east)	 (0,1) ---> (0,1)	 1 ---> 1	3 ---> 3 	 -2
(405,west)	 (0,1) ---> (0,1)	 1 ---> 1	3 ---> 3 	 -2
(405,pickup)	 (0,1) ---> (0,1)	 1 ---> 1	3 ---> 3 	 -5
(405,dropoff)	 (0,1) ---> (0,1)	 1 ---> 1	3 ---> 3 	 -5
(406,south)	 (1,1) ---> (1,2)	 1 ---> 1	3 ---> 3 	 -1
(406,north)	 (1,1) ---> (1,0)	 1 ---> 1	3 ---> 3 	 -1
(406,east)	 (1,1) ---> (1,1)	 1 ---> 1	3 ---> 3 	 -2
(406,west)	 (1,1) ---> (1,1)	 1 ---> 1	3 ---> 3 	 -2
(406,pickup)	 (1,1) ---> (1,1)	 1 ---> 1	3 ---> 3 	 -5
(406,dropoff)	 (1,1) ---> (1,1)	 1 ---> 1	3 ---> 3 	 -5
(407,south)	 (2,1) ---> (2,2)	 1 ---> 1	3 ---> 3 	 -1
(407,north)	 (2,1) ---> (2,1)	 1 ---> 1	3 ---> 3 	 -2
(407,east)	 (2,1) ---> (3,1)	 1 ---> 1	3 ---> 3 	 -1
(407,west)	 (2,1) ---> (2,1)	 1 ---> 1	3 ---> 3 	 -2
(407,pickup)	 (2,1) ---> (2,1)	 1 ---> 1	3 ---> 3 	 -5
(407,dropoff)	 (2,1) ---> (2,1)	 1 ---> 1	3 ---> 3 	 -5
(408,south)	 (3,1) ---> (3,2)	 1 ---> 1	3 ---> 3 	 -1
(408,north)	 (3,1) ---> (3,1)	 1 ---> 1	3 ---> 3 	 -2
(408,east)	 (3,1) ---> (3,1)	 1 ---> 1	3 ---> 3 	 -2
(408,west)	 (3,1) ---> (2,1)	 1 ---> 1	3 ---> 3 	 -1
(408,pickup)	 (3,1) ---> (3,1)	 1 ---> 1	3 ---> 3 	 -5
(408,dropoff)	 (3,1) ---> (3,1)	 1 ---> 1	3 ---> 3 	 -5
(409,south)	 (4,1) ---> (4,2)	 1 ---> 1	3 ---> 3 	 -1
(409,north)	 (4,1) ---> (4,0)	 1 ---> 1	3 ---> 3 	 -1
(409,east)	 (4,1) ---> (4,1)	 1 ---> 1	3 ---> 3 	 -2
(409,west)	 (4,1) ---> (4,1)	 1 ---> 1	3 ---> 3 	 -2
(409,pickup)	 (4,1) ---> (4,1)	 1 ---> 1	3 ---> 3 	 -5
(409,dropoff)	 (4,1) ---> (4,1)	 1 ---> 1	3 ---> 3 	 -5
(410,south)	 (0,2) ---> (0,3)	 1 ---> 1	3 ---> 3 	 -1
(410,north)	 (0,2) ---> (0,1)	 1 ---> 1	3 ---> 3 	 -1
(410,east)	 (0,2) ---> (0,2)	 1 ---> 1	3 ---> 3 	 -2
(410,west)	 (0,2) ---> (0,2)	 1 ---> 1	3 ---> 3 	 -2
(410,pickup)	 (0,2) ---> (0,2)	 1 ---> 1	3 ---> 3 	 -5
(410,dropoff)	 (0,2) ---> (0,2)	 1 ---> 1	3 ---> 3 	 -5
(411,south)	 (1,2) ---> (1,2)	 1 ---> 1	3 ---> 3 	 -2
(411,north)	 (1,2) ---> (1,1)	 1 ---> 1	3 ---> 3 	 -1
(411,east)	 (1,2) ---> (1,2)	 1 ---> 1	3 ---> 3 	 -2
(411,west)	 (1,2) ---> (1,2)	 1 ---> 1	3 ---> 3 	 -2
(411,pickup)	 (1,2) ---> (1,2)	 1 ---> 1	3 ---> 3 	 -5
(411,dropoff)	 (1,2) ---> (1,2)	 1 ---> 1	3 ---> 3 	 -5
(412,south)	 (2,2) ---> (2,3)	 1 ---> 1	3 ---> 3 	 -1
(412,north)	 (2,2) ---> (2,1)	 1 ---> 1	3 ---> 3 	 -1
(412,east)	 (2,2) ---> (2,2)	 1 ---> 1	3 ---> 3 	 -2
(412,west)	 (2,2) ---> (2,2)	 1 ---> 1	3 ---> 3 	 -2
(412,pickup)	 (2,2) ---> (2,2)	 1 ---> 1	3 ---> 3 	 -5
(412,dropoff)	 (2,2) ---> (2,2)	 1 ---> 1	3 ---> 3 	 -5
(413,south)	 (3,2) ---> (3,3)	 1 ---> 1	3 ---> 3 	 -1
(413,north)	 (3,2) ---> (3,1)	 1 ---> 1	3 ---> 3 	 -1
(413,east)	 (3,2) ---> (3,2)	 1 ---> 1	3 ---> 3 	 -2
(413,west)	 (3,2) ---> (3,2)	 1 ---> 1	3 ---> 3 	 -2
(413,pickup)	 (3,2) ---> (3,2)	 1 ---> 1	3 ---> 3 	 -5
(413,dropoff)	 (3,2) ---> (3,2)	 1 ---> 1	3 ---> 3 	 -5
(414,south)	 (4,2) ---> (4,3)	 1 ---> 1	3 ---> 3 	 -1
(414,north)	 (4,2) ---> (4,1)	 1 ---> 1	3 ---> 3 	 -1
(414,east)	 (4,2) ---> (4,2)	 1 ---> 1	3 ---> 3 	 -2
(414,west)	 (4,2) ---> (4,2)	 1 ---> 1	3 ---> 3 	 -2
(414,pickup)	 (4,2) ---> (4,2)	 1 ---> 1	3 ---> 3 	 -5
(414,dropoff)	 (4,2) ---> (4,2)	 1 ---> 1	3 ---> 3 	 -5
(415,south)	 (0,3) ---> (0,3)	 1 ---> 1	3 ---> 3 	 -2
(415,north)	 (0,3) ---> (0,2)	 1 ---> 1	3 ---> 3 	 -1
(415,east)	 (0,3) ---> (1,3)	 1 ---> 1	3 ---> 3 	 -1
(415,west)	 (0,3) ---> (0,3)	 1 ---> 1	3 ---> 3 	 -2
(415,pickup)	 (0,3) ---> (0,3)	 1 ---> 1	3 ---> 3 	 -5
(415,dropoff)	 (0,3) ---> (0,3)	 1 ---> 1	3 ---> 3 	 -5
(416,south)	 (1,3) ---> (1,4)	 1 ---> 1	3 ---> 3 	 -1
(416,north)	 (1,3) ---> (1,3)	 1 ---> 1	3 ---> 3 	 -2
(416,east)	 (1,3) ---> (2,3)	 1 ---> 1	3 ---> 3 	 -1
(416,west)	 (1,3) ---> (0,3)	 1 ---> 1	3 ---> 3 	 -1
(416,pickup)	 (1,3) ---> (1,3)	 1 ---> 1	3 ---> 3 	 -5
(416,dropoff)	 (1,3) ---> (1,3)	 1 ---> 1	3 ---> 3 	 -5
(417,south)	 (2,3) ---> (2,3)	 1 ---> 1	3 ---> 3 	 -2
(417,north)	 (2,3) ---> (2,2)	 1 ---> 1	3 ---> 3 	 -1
(417,east)	 (2,3) ---> (2,3)	 1 ---> 1	3 ---> 3 	 -2
(417,west)	 (2,3) ---> (1,3)	 1 ---> 1	3 ---> 3 	 -1
(417,pickup)	 (2,3) ---> (2,3)	 1 ---> 1	3 ---> 3 	 -5
(417,dropoff)	 (2,3) ---> (2,3)	 1 ---> 1	3 ---> 3 	 -5
(418,south)	 (3,3) ---> (3,4)	 1 ---> 1	3 ---> 3 	 -1
(418,north)	 (3,3) ---> (3,2)	 1 ---> 1	3 ---> 3 	 -1
(418,east)	 (3,3) ---> (3,3)	 1 ---> 1	3 ---> 3 	 -2
(418,west)	 (3,3) ---> (3,3)	 1 ---> 1	3 ---> 3 	 -2
(418,pickup)	 (3,3) ---> (3,3)	 1 ---> 1	3 ---> 3 	 -5
(418,dropoff)	 (3,3) ---> (3,3)	 1 ---> 1	3 ---> 3 	 -5
(419,south)	 (4,3) ---> (4,3)	 1 ---> 1	3 ---> 3 	 -2
(419,north)	 (4,3) ---> (4,2)	 1 ---> 1	3 ---> 3 	 -1
(419,east)	 (4,3) ---> (4,3)	 1 ---> 1	3 ---> 3 	 -2
(419,west)	 (4,3) ---> (4,3)	 1 ---> 1	3 ---> 3 	 -2
(419,pickup)	 (4,3) ---> (4,3)	 1 ---> 1	3 ---> 3 	 -5
(419,dropoff)	 (4,3) ---> (4,3)	 1 ---> 1	3 ---> 3 	 -5
(420,south)	 (0,4) ---> (0,4)	 1 ---> 1	3 ---> 3 	 -2
(420,north)	 (0,4) ---> (0,4)	 1 ---> 1	3 ---> 3 	 -2
(420,east)	 (0,4) ---> (1,4)	 1 ---> 1	3 ---> 3 	 -1
(420,west)	 (0,4) ---> (0,4)	 1 ---> 1	3 ---> 3 	 -2
(420,pickup)	 (0,4) ---> (0,4)	 1 ---> 1	3 ---> 3 	 -5
(420,dropoff)	 (0,4) ---> (0,4)	 1 ---> 1	3 ---> 3 	 -5
(421,south)	 (1,4) ---> (1,4)	 1 ---> 1	3 ---> 3 	 -2
